Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
48143,24854,435,21.35,Bachelor's,Full-time,Yes,No,Other,0
143376,210111,307,21.88,High School,Full-time,No,Yes,Home,0
109863,23012,802,13.2,Bachelor's,Part-time,Yes,No,Auto,0
60506,226352,505,18.01,Bachelor's,Self-employed,No,No,Education,1
130449,100266,341,18.26,PhD,Self-employed,No,No,Auto,0
139807,122762,794,10.11,Master's,Self-employed,No,Yes,Business,0
48279,118998,571,15.03,Bachelor's,Self-employed,No,No,Home,0
89486,20728,848,12.85,High School,Unemployed,Yes,Yes,Other,0
123299,233487,624,6.1,PhD,Part-time,Yes,No,Other,0
106797,242028,427,3.81,Master's,Self-employed,No,No,Home,0
134204,189185,675,8.55,Bachelor's,Part-time,Yes,Yes,Home,0
119467,142355,630,10.92,Master's,Self-employed,No,Yes,Auto,0
131393,140113,320,11.08,Master's,Full-time,No,Yes,Education,0
77583,179212,420,20.42,Master's,Part-time,Yes,No,Other,0
124174,80143,494,17.19,Bachelor's,Full-time,No,Yes,Home,0
52295,104156,514,5.72,High School,Unemployed,No,Yes,Education,0
79231,157380,776,13.71,High School,Full-time,Yes,No,Other,0
78243,222966,616,18.66,High School,Full-time,No,Yes,Home,0
88324,15440,501,18.59,PhD,Unemployed,Yes,Yes,Home,0
79201,217455,459,23.06,PhD,Part-time,Yes,No,Auto,0
146965,32296,687,3.34,Master's,Full-time,No,Yes,Education,0
60231,108847,364,8.76,Master's,Part-time,No,No,Education,0
92660,202389,824,13.71,Bachelor's,Self-employed,Yes,Yes,Other,0
85694,50722,827,6.01,Bachelor's,Unemployed,Yes,No,Auto,0
72104,55257,771,2.25,Master's,Unemployed,Yes,Yes,Home,0
113966,241109,769,8.93,Master's,Full-time,Yes,Yes,Business,0
65738,40224,530,18.54,High School,Unemployed,No,Yes,Business,0
90296,14357,541,15.69,Master's,Full-time,No,No,Other,0
99272,133880,425,7.07,PhD,Part-time,No,No,Other,0
85946,20737,350,19.67,High School,Full-time,Yes,Yes,Home,0
120980,93703,415,20.87,Bachelor's,Full-time,Yes,No,Education,0
145503,183534,316,18.11,Bachelor's,Self-employed,No,Yes,Education,1
63648,220167,684,2.73,Bachelor's,Full-time,Yes,No,Auto,0
49381,138288,348,7.78,High School,Self-employed,Yes,Yes,Business,0
57128,18767,328,2.07,PhD,Full-time,Yes,No,Home,0
139669,215085,563,14.31,PhD,Self-employed,Yes,Yes,Other,0
17779,115520,775,10.37,PhD,Self-employed,Yes,No,Home,0
110815,46704,700,17.96,High School,Self-employed,Yes,No,Education,0
92689,237221,671,8.1,High School,Unemployed,Yes,No,Business,0
18881,58835,658,8.18,Bachelor's,Part-time,Yes,No,Home,0
100452,170578,656,6.88,PhD,Self-employed,Yes,Yes,Auto,0
55135,87353,614,21.9,High School,Unemployed,Yes,No,Business,0
89376,191758,774,8.3,PhD,Self-employed,Yes,No,Auto,0
101427,108922,676,21.2,Bachelor's,Self-employed,Yes,No,Business,1
60507,220267,413,18.3,PhD,Unemployed,Yes,Yes,Other,0
108552,141001,341,18.05,Master's,Self-employed,Yes,No,Other,0
78113,152672,648,10.59,Bachelor's,Part-time,No,No,Home,1
106316,73398,524,17.3,Master's,Full-time,No,No,Business,0
78230,232830,706,9.06,Master's,Full-time,No,No,Other,0
15814,73988,628,3.24,Master's,Full-time,No,No,Home,0
90557,19857,779,3.91,High School,Self-employed,No,No,Business,0
26696,90047,781,20.74,PhD,Part-time,No,No,Auto,0
36168,13701,398,11.41,Bachelor's,Self-employed,No,Yes,Other,0
140757,231436,466,13.37,High School,Unemployed,No,No,Auto,0
142060,198720,793,12.87,High School,Unemployed,No,No,Education,0
110661,30709,741,13.57,Bachelor's,Self-employed,No,No,Other,0
23490,116825,421,3.95,High School,Self-employed,No,No,Auto,0
130068,248637,557,6.21,Bachelor's,Unemployed,No,No,Other,0
63936,128106,405,13.23,PhD,Self-employed,Yes,No,Education,0
125285,172313,635,22.31,Master's,Self-employed,Yes,No,Education,0
122002,33590,752,11.17,PhD,Full-time,Yes,No,Home,0
86457,150806,809,8.98,High School,Self-employed,Yes,No,Education,0
137810,225508,325,13.11,High School,Self-employed,No,Yes,Home,0
25188,160349,452,19.17,High School,Part-time,No,Yes,Education,1
24114,116312,582,3.73,Master's,Self-employed,Yes,Yes,Other,0
128417,45269,432,9.11,Master's,Part-time,No,No,Education,0
16293,96872,420,7.78,Bachelor's,Part-time,Yes,No,Auto,1
131626,54614,301,2.72,PhD,Self-employed,Yes,Yes,Home,0
96439,105579,711,5.7,High School,Full-time,No,Yes,Auto,0
121216,188407,348,15.92,High School,Full-time,Yes,No,Education,0
97941,117413,675,4.58,PhD,Full-time,No,No,Education,0
72181,10592,563,22.72,Bachelor's,Self-employed,No,Yes,Business,0
103036,209538,337,19.77,Master's,Self-employed,Yes,No,Education,0
108968,49135,673,21.54,Bachelor's,Unemployed,No,No,Education,0
50554,97542,806,11.42,Master's,Unemployed,Yes,Yes,Home,1
138307,94549,532,15.4,Master's,Full-time,Yes,No,Auto,0
103065,207731,672,4.24,Master's,Self-employed,No,No,Auto,0
138243,232585,409,3.51,Master's,Full-time,No,Yes,Education,0
82639,118648,574,17.9,High School,Part-time,Yes,Yes,Education,0
133685,104776,590,12.67,Bachelor's,Full-time,No,No,Home,0
34621,156326,695,23.46,High School,Unemployed,No,No,Home,0
71539,10118,514,11.59,Master's,Unemployed,No,No,Education,0
43449,185965,794,20.46,PhD,Full-time,No,No,Other,1
109000,106103,707,15.06,High School,Self-employed,No,No,Auto,0
70711,187625,694,3.87,PhD,Unemployed,Yes,No,Business,0
142369,190352,576,6.52,Bachelor's,Full-time,Yes,Yes,Education,0
25937,112770,645,16.85,High School,Unemployed,No,Yes,Education,0
20551,210598,766,8.69,High School,Unemployed,Yes,No,Home,0
98066,246464,778,3.69,PhD,Full-time,Yes,No,Business,0
144311,188525,479,12.17,High School,Part-time,No,Yes,Home,0
37148,114770,310,6.87,Bachelor's,Self-employed,No,Yes,Auto,0
113732,170565,517,5.41,High School,Part-time,Yes,Yes,Home,0
117750,49635,546,17.7,Bachelor's,Part-time,Yes,Yes,Education,0
69821,86782,636,8.29,PhD,Full-time,Yes,Yes,Auto,0
39662,186856,733,21.85,High School,Part-time,No,Yes,Education,0
148500,20127,465,17.85,Master's,Self-employed,Yes,Yes,Other,0
51548,243295,549,15.76,PhD,Part-time,Yes,No,Business,0
90560,135269,405,2.08,PhD,Unemployed,Yes,No,Business,0
53070,240525,646,19.45,Master's,Self-employed,Yes,Yes,Home,1
42052,206164,450,13.11,High School,Self-employed,No,No,Auto,0
99175,221951,505,19.28,High School,Unemployed,Yes,No,Other,0
55265,128759,518,9.07,High School,Unemployed,No,Yes,Business,0
139835,71477,427,6.13,Master's,Unemployed,Yes,Yes,Auto,0
75574,142924,546,18.98,Bachelor's,Self-employed,Yes,Yes,Auto,0
121345,180591,407,3.4,High School,Unemployed,No,Yes,Home,0
91516,159970,765,13.42,High School,Self-employed,Yes,No,Auto,0
109642,90810,688,9.34,Master's,Unemployed,No,No,Auto,0
15445,5175,397,10.75,Master's,Self-employed,No,Yes,Education,0
127212,243049,472,5.55,PhD,Unemployed,Yes,Yes,Auto,0
67849,175936,733,23.72,High School,Full-time,Yes,Yes,Other,0
82165,46860,634,15.52,High School,Part-time,Yes,Yes,Auto,0
119186,161509,594,22.22,Bachelor's,Self-employed,Yes,No,Home,1
102634,114489,550,24.43,Master's,Self-employed,Yes,No,Education,0
112223,38924,441,15.81,PhD,Self-employed,No,Yes,Business,0
40879,45804,644,20.68,High School,Unemployed,No,Yes,Home,0
125249,173565,599,24.19,High School,Unemployed,Yes,Yes,Home,0
137087,13782,558,24.08,Master's,Part-time,No,Yes,Other,0
138010,142201,780,11.44,Bachelor's,Full-time,No,Yes,Business,0
128615,26066,483,13.4,High School,Part-time,Yes,No,Business,0
24074,238069,622,5.34,PhD,Unemployed,No,No,Home,0
39980,192286,381,18.91,Bachelor's,Unemployed,No,Yes,Education,0
73245,185360,781,13,High School,Unemployed,Yes,No,Auto,0
35548,153279,835,7.39,PhD,Part-time,Yes,No,Auto,0
75667,149336,371,8.49,PhD,Full-time,Yes,No,Home,0
22808,51900,380,23.7,Master's,Part-time,Yes,Yes,Other,0
135589,128230,773,22.94,PhD,Full-time,No,Yes,Other,0
143478,112408,424,24.69,Master's,Unemployed,No,Yes,Other,1
146194,43790,584,14.21,High School,Self-employed,Yes,Yes,Other,0
38824,206325,707,4.29,Bachelor's,Unemployed,Yes,No,Other,0
113705,190061,761,3.67,Bachelor's,Unemployed,No,Yes,Auto,1
42895,159752,406,13.6,Bachelor's,Full-time,Yes,No,Education,0
56866,206388,411,14.3,High School,Part-time,No,No,Other,0
98652,110922,486,16.13,PhD,Self-employed,No,Yes,Auto,0
30510,26120,776,2.98,High School,Self-employed,No,No,Other,0
81362,217033,506,7.15,Master's,Unemployed,No,No,Other,0
55515,133379,325,5.8,Bachelor's,Unemployed,No,No,Home,0
149281,16351,342,22.79,Bachelor's,Full-time,No,No,Business,0
135454,199750,384,20.19,Master's,Unemployed,No,No,Other,0
145897,90321,638,13.84,High School,Self-employed,No,Yes,Home,0
107066,35483,507,3.13,PhD,Self-employed,No,Yes,Home,0
70149,64556,493,5.09,PhD,Full-time,Yes,Yes,Home,1
136234,18825,807,2.02,High School,Part-time,Yes,No,Auto,0
56812,156829,325,11.02,Bachelor's,Part-time,Yes,No,Other,0
62858,58552,541,10.55,Bachelor's,Full-time,Yes,Yes,Home,0
94591,233127,783,13.86,High School,Full-time,Yes,No,Auto,0
66045,20293,521,17.31,High School,Unemployed,Yes,No,Business,0
140677,65836,679,2.37,Master's,Unemployed,Yes,Yes,Auto,0
90142,242756,439,17.08,High School,Unemployed,No,Yes,Home,0
122442,57684,792,2.18,Master's,Full-time,No,No,Education,0
20896,63256,802,18,High School,Unemployed,Yes,Yes,Business,1
82127,48923,686,13.64,High School,Full-time,Yes,Yes,Auto,0
107508,147069,720,10.39,PhD,Unemployed,Yes,No,Other,0
45872,74029,423,21.05,PhD,Unemployed,No,Yes,Auto,0
63423,43951,686,11.83,PhD,Unemployed,No,Yes,Other,0
76061,241499,843,15.44,Master's,Unemployed,Yes,No,Auto,0
102742,211095,409,7.37,Bachelor's,Unemployed,Yes,No,Business,0
113832,68969,802,24.23,High School,Self-employed,No,Yes,Education,0
137123,169046,758,18.72,Bachelor's,Self-employed,Yes,Yes,Business,0
69581,157894,571,6.25,Bachelor's,Self-employed,No,No,Auto,0
87135,144283,471,9.95,Master's,Part-time,Yes,No,Other,0
91815,25013,608,21.82,Master's,Unemployed,No,No,Other,0
78365,181841,409,14.8,Bachelor's,Part-time,Yes,No,Other,0
140095,88870,617,22.91,PhD,Self-employed,No,No,Business,0
59176,88395,558,18.31,Master's,Self-employed,No,Yes,Home,0
33958,247790,833,22.6,Bachelor's,Self-employed,No,No,Education,1
111741,57127,762,18.36,PhD,Part-time,Yes,Yes,Home,0
78292,115782,445,3.05,Bachelor's,Self-employed,No,No,Education,0
49812,130024,710,5.16,High School,Self-employed,Yes,Yes,Home,0
26990,137843,387,15.82,Master's,Unemployed,No,Yes,Auto,1
111032,120563,732,14.93,PhD,Full-time,Yes,No,Home,0
41110,60600,709,24.85,PhD,Full-time,Yes,No,Education,0
115554,244213,503,13.69,Bachelor's,Self-employed,No,Yes,Business,0
57436,135567,363,4.14,Bachelor's,Part-time,No,Yes,Auto,0
94991,18174,777,18.17,Master's,Full-time,No,No,Education,0
101839,117792,820,24.96,Bachelor's,Full-time,Yes,No,Education,0
132514,177094,449,16.72,Bachelor's,Self-employed,Yes,Yes,Business,0
36821,210620,326,16.17,Bachelor's,Part-time,Yes,No,Other,1
55574,86122,613,11.1,PhD,Unemployed,Yes,Yes,Other,0
39954,128364,691,4.08,Bachelor's,Full-time,Yes,No,Other,0
80052,81994,659,23.91,PhD,Part-time,No,Yes,Education,0
123607,78506,635,19.96,High School,Part-time,No,No,Auto,0
43806,213229,763,17.54,Bachelor's,Full-time,No,No,Other,0
119131,225852,624,5.85,High School,Self-employed,No,Yes,Auto,0
107095,78860,466,14.26,PhD,Self-employed,Yes,Yes,Other,0
25493,28060,395,23.91,High School,Full-time,No,No,Business,0
148934,158631,519,14.94,PhD,Self-employed,No,No,Auto,0
83715,113194,552,18.16,High School,Unemployed,Yes,Yes,Business,0
58091,85232,535,20.75,Master's,Full-time,No,No,Other,0
82611,47555,574,22.18,Bachelor's,Self-employed,Yes,No,Auto,1
57156,109996,650,6.56,Master's,Unemployed,Yes,No,Auto,0
84353,169207,785,2.41,High School,Part-time,Yes,Yes,Auto,0
53116,203634,594,15.46,Bachelor's,Full-time,No,No,Auto,0
132976,200185,330,9.33,High School,Part-time,No,Yes,Home,1
78921,98335,680,14.58,Bachelor's,Self-employed,No,Yes,Home,0
75317,104886,657,9.72,Master's,Self-employed,Yes,Yes,Home,0
125863,245494,608,12.56,Bachelor's,Self-employed,Yes,Yes,Business,0
104133,182916,817,10.32,High School,Full-time,Yes,No,Business,0
68640,206330,534,21.46,Master's,Self-employed,Yes,No,Home,0
56133,187252,638,21.55,PhD,Part-time,No,No,Auto,0
35595,94372,656,12.54,Master's,Unemployed,No,No,Business,0
75957,74325,379,7.92,PhD,Full-time,No,Yes,Education,0
16677,87236,661,24.43,Bachelor's,Part-time,Yes,No,Business,1
130717,16878,382,14.42,Bachelor's,Unemployed,Yes,Yes,Other,0
57457,214600,528,10.32,Bachelor's,Full-time,Yes,Yes,Education,0
104832,167876,501,3.98,Master's,Full-time,Yes,Yes,Business,0
113009,242225,557,5.55,Master's,Part-time,No,Yes,Business,0
66871,85589,476,15.97,High School,Part-time,Yes,No,Education,0
82659,173411,352,23.51,Master's,Unemployed,Yes,Yes,Other,1
53959,88207,537,7.98,Master's,Full-time,Yes,No,Education,0
122456,248790,601,19.65,Master's,Unemployed,Yes,No,Education,0
115420,66049,727,21.22,Bachelor's,Part-time,No,No,Auto,0
139151,227923,669,18.17,Master's,Self-employed,No,No,Home,0
32738,14200,688,16.86,Bachelor's,Full-time,Yes,Yes,Auto,0
114988,132196,440,23.41,High School,Unemployed,No,Yes,Auto,1
50932,73127,752,21.79,PhD,Part-time,No,Yes,Auto,0
99273,70937,748,15.43,Master's,Full-time,Yes,No,Other,0
145601,249454,623,10.7,Bachelor's,Unemployed,No,No,Education,0
62395,138641,592,13.52,PhD,Unemployed,Yes,Yes,Education,0
121927,47143,337,21.31,Master's,Self-employed,No,Yes,Auto,0
54013,52620,496,10.53,PhD,Self-employed,Yes,No,Home,0
46050,7304,676,23.73,Bachelor's,Unemployed,Yes,Yes,Auto,0
36131,187481,313,2.36,Bachelor's,Unemployed,No,Yes,Education,1
58922,195636,737,3.7,PhD,Self-employed,Yes,No,Auto,0
39962,116209,319,16.5,Master's,Full-time,Yes,No,Business,0
103750,68870,578,4.43,Master's,Self-employed,No,Yes,Auto,0
39647,204999,486,19.99,Master's,Full-time,Yes,Yes,Business,0
144827,25501,833,3.47,High School,Unemployed,No,No,Education,0
48255,82564,612,13.12,Master's,Full-time,Yes,No,Auto,0
51964,214730,619,2.17,PhD,Full-time,No,No,Business,0
43860,237626,532,15.57,Master's,Self-employed,Yes,Yes,Education,0
131923,58692,672,24.54,Bachelor's,Part-time,No,No,Home,0
97891,79397,412,22.22,High School,Part-time,No,No,Other,1
55986,222806,840,14.61,High School,Full-time,Yes,Yes,Other,0
58386,69864,485,20.29,Bachelor's,Unemployed,No,Yes,Education,0
134935,132709,344,4.63,PhD,Unemployed,Yes,No,Auto,1
91007,90820,664,14.21,High School,Unemployed,Yes,No,Business,0
36472,227183,569,4.47,Bachelor's,Part-time,Yes,No,Education,1
121262,10353,701,6.45,Master's,Part-time,Yes,Yes,Education,0
131703,203969,602,15.93,High School,Unemployed,Yes,No,Other,0
34839,38124,467,5.62,Master's,Part-time,No,Yes,Auto,0
126663,193536,741,18.84,High School,Unemployed,Yes,No,Auto,0
103974,195994,340,22.85,Master's,Full-time,Yes,No,Home,0
91041,119093,419,12.81,High School,Full-time,No,No,Business,0
54021,124721,308,19.99,High School,Self-employed,Yes,Yes,Home,0
109877,37246,477,2.61,PhD,Unemployed,No,Yes,Home,0
110061,123452,668,11.9,PhD,Full-time,No,No,Other,0
81015,191300,834,22.26,High School,Part-time,No,No,Home,0
68831,138497,707,21.96,High School,Unemployed,Yes,No,Auto,0
47660,41956,472,4.08,High School,Full-time,No,No,Business,0
53734,113753,631,8.43,PhD,Self-employed,Yes,No,Business,0
57406,109322,439,11.03,Master's,Part-time,Yes,No,Auto,0
134076,75208,615,13.16,Master's,Part-time,Yes,No,Business,0
19198,16132,669,3.78,Bachelor's,Self-employed,No,Yes,Auto,1
126835,157586,347,10.93,Bachelor's,Unemployed,Yes,No,Home,0
132930,153620,783,20.31,High School,Full-time,No,Yes,Business,1
83909,40691,431,23.32,Bachelor's,Unemployed,No,No,Business,1
125754,12900,757,19.16,PhD,Full-time,Yes,Yes,Business,0
55184,90621,587,20.58,High School,Unemployed,No,No,Education,0
93963,147823,595,21.94,Bachelor's,Unemployed,No,Yes,Other,0
21833,69199,785,3.4,PhD,Unemployed,No,No,Other,0
146596,222080,564,23.95,PhD,Self-employed,No,Yes,Education,0
120755,245717,816,15.98,PhD,Full-time,Yes,No,Home,0
38306,102159,504,19.26,Master's,Part-time,No,No,Auto,1
114481,131097,804,16.74,PhD,Unemployed,Yes,Yes,Home,0
92711,95539,523,5.78,Master's,Self-employed,Yes,No,Other,0
118618,155743,333,3.1,Master's,Full-time,Yes,Yes,Business,0
125474,45425,309,24.11,High School,Self-employed,No,No,Education,0
93179,84983,777,15.68,PhD,Self-employed,Yes,Yes,Education,0
141696,224544,560,18.78,PhD,Part-time,No,No,Business,0
88378,128283,455,19.26,Master's,Full-time,No,No,Home,1
91816,44666,418,9.1,Master's,Unemployed,No,Yes,Home,0
44942,174008,368,14.23,High School,Part-time,No,Yes,Other,1
32454,223883,629,20.27,Bachelor's,Part-time,No,Yes,Auto,1
105315,114102,794,12.2,PhD,Unemployed,Yes,Yes,Education,0
145983,129773,386,15.25,PhD,Unemployed,Yes,No,Education,0
28647,91197,776,24.1,High School,Full-time,No,Yes,Business,0
107236,11586,300,7.74,Bachelor's,Self-employed,Yes,Yes,Auto,0
70217,94750,488,11.64,Master's,Part-time,Yes,Yes,Home,0
101634,81049,328,7.77,High School,Self-employed,Yes,No,Other,0
47752,169871,615,4.37,Bachelor's,Full-time,No,Yes,Business,0
120840,13027,663,20.29,Bachelor's,Unemployed,Yes,No,Other,1
25825,76868,308,8.23,PhD,Part-time,Yes,No,Education,0
68411,97233,460,2.41,Bachelor's,Self-employed,No,No,Auto,0
91967,130109,550,20.99,High School,Part-time,No,Yes,Business,0
70364,216200,587,4.24,High School,Unemployed,Yes,Yes,Education,0
86344,190810,560,22.61,Master's,Unemployed,Yes,Yes,Business,0
111857,87183,589,8.33,PhD,Full-time,No,Yes,Home,0
57197,109129,627,9.99,Master's,Self-employed,Yes,No,Business,0
21299,62200,457,18.48,Bachelor's,Full-time,No,Yes,Education,0
19611,213162,809,19.94,High School,Self-employed,No,Yes,Auto,1
73186,129563,507,7.43,Master's,Unemployed,No,Yes,Auto,0
122569,80033,804,14.03,Bachelor's,Full-time,No,Yes,Education,0
81837,15021,703,4.68,Bachelor's,Self-employed,Yes,Yes,Education,0
145713,120536,403,3.12,High School,Full-time,No,No,Other,0
108365,65041,448,6.83,Master's,Unemployed,No,Yes,Business,1
74053,80444,495,16.9,Bachelor's,Part-time,Yes,No,Other,1
48337,231671,830,15.9,PhD,Full-time,No,Yes,Education,0
60638,128982,427,19.14,PhD,Self-employed,Yes,Yes,Business,0
102674,84171,330,14.8,Master's,Full-time,Yes,Yes,Auto,0
80452,14579,805,24.02,Bachelor's,Full-time,No,No,Education,0
41459,36346,824,19.03,Bachelor's,Self-employed,No,Yes,Education,0
73574,105980,732,19.66,Bachelor's,Self-employed,No,No,Other,0
112686,32856,506,18.19,PhD,Full-time,No,Yes,Auto,0
36866,48693,656,11.22,Master's,Unemployed,Yes,Yes,Auto,0
44856,8748,753,20.61,PhD,Part-time,No,Yes,Business,0
103663,222549,794,11.27,High School,Self-employed,Yes,Yes,Auto,0
94821,174217,843,23.54,PhD,Part-time,Yes,Yes,Education,1
22604,52746,450,15.14,Master's,Self-employed,No,No,Auto,0
129759,166120,796,8.05,Master's,Full-time,No,Yes,Other,0
61818,31390,337,10.29,Master's,Unemployed,No,No,Education,0
108799,189046,762,14.46,Bachelor's,Unemployed,Yes,Yes,Business,0
48943,218349,620,5.93,High School,Full-time,No,No,Education,0
20871,218799,634,15.67,High School,Unemployed,No,Yes,Education,0
144062,145109,581,16.73,Master's,Full-time,Yes,No,Auto,0
21265,99282,335,14,Master's,Full-time,No,Yes,Business,0
53067,111292,462,21.07,Master's,Self-employed,Yes,No,Home,0
123249,178586,630,7.68,Bachelor's,Self-employed,Yes,No,Auto,0
92437,166994,604,15.82,Master's,Part-time,No,No,Auto,0
104085,65261,728,18.02,PhD,Part-time,Yes,Yes,Education,0
53827,128033,598,19.37,Bachelor's,Self-employed,No,Yes,Business,0
106471,160262,642,15.6,Bachelor's,Self-employed,No,Yes,Other,1
96521,9538,777,17.17,High School,Self-employed,No,No,Auto,0
78932,186400,608,7.96,Bachelor's,Unemployed,No,No,Business,0
87969,88490,324,22.66,PhD,Self-employed,Yes,No,Home,0
102732,47841,787,12.07,Master's,Unemployed,No,No,Business,0
132032,5437,314,17.37,PhD,Self-employed,Yes,No,Home,0
77002,82577,653,16.17,High School,Unemployed,Yes,Yes,Auto,1
113642,58679,569,19.85,High School,Part-time,Yes,Yes,Business,1
92113,125018,823,9.19,High School,Full-time,No,Yes,Education,0
148109,67427,648,14.21,Bachelor's,Part-time,No,Yes,Education,0
94862,74190,781,8.3,Bachelor's,Unemployed,No,No,Home,0
116214,66346,776,7.53,PhD,Part-time,Yes,No,Auto,0
